,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Breed,Main Color,Days of stay
3980,0,7,2,3,728,50,507
3981,0,13,2,3,639,30,737
3982,7,13,2,0,1142,50,1461
3983,7,13,2,0,2175,16,304
3984,0,13,2,2,1854,16,373
3985,0,13,2,3,1832,16,66
3986,9,13,1,1,2096,33,20
3987,9,13,2,0,1393,55,62
3988,0,7,2,3,1780,15,2041
3989,0,7,2,2,1393,2,1354
3990,0,13,1,3,1036,18,529
3991,9,13,2,0,1592,55,246
3992,0,13,1,3,1036,18,63
3993,7,13,2,2,1393,50,2687
3994,9,13,1,0,1036,18,12
3995,0,13,2,3,1142,50,1102
3996,9,13,1,0,1036,2,7
3997,0,13,1,3,1025,21,5134
3998,9,13,4,4,1293,21,368
3999,9,13,2,0,1393,2,62
4000,9,13,1,1,1036,38,15
4001,9,13,1,1,1036,37,22
4002,0,7,1,2,2096,46,72
4003,0,13,1,0,1036,38,69
4004,7,13,2,3,1780,50,1738
4005,9,13,2,1,278,2,43
4006,9,13,2,2,1780,2,619
4007,0,7,2,3,1142,50,56
4008,0,13,1,2,1036,18,78
4009,0,13,1,3,1036,18,741
4010,0,13,1,1,1036,55,99
4011,7,13,1,3,1036,18,367
4012,9,13,1,4,1036,26,15
4013,7,13,2,2,747,15,3258
4014,0,13,2,3,1249,55,1101
4015,7,13,2,3,1142,2,1804
4016,7,13,2,2,1894,50,1097
4017,9,13,1,0,2096,25,24
4018,9,13,1,0,1036,18,22
4019,0,13,2,0,198,54,2314
4020,9,17,1,0,1036,30,735
4021,9,13,1,1,1036,20,9
4022,7,13,2,3,1780,55,2981
4023,9,13,4,1,1941,2,1489
4024,9,13,2,3,2322,50,1101
4025,7,13,2,3,1393,2,1229
4026,0,7,1,3,1036,12,105
4027,0,7,1,2,1031,7,116
4028,9,16,1,1,1036,2,370
4029,4,18,1,1,1036,7,1096
4030,9,13,2,2,1178,41,381
4031,0,13,2,2,1888,20,734
4032,9,13,1,3,2096,46,95
4033,0,13,1,3,1031,55,128
4034,9,13,1,0,1036,18,34
4035,9,16,1,4,1036,18,248
4036,4,15,4,4,276,15,182
4037,0,13,1,2,1036,18,1478
4038,0,13,2,3,817,50,65
4039,2,9,1,0,1036,18,43
4040,8,13,2,3,192,2,2407
4041,0,7,1,2,1036,2,244
4042,9,13,1,3,1036,2,417
4043,0,13,2,2,1393,2,1106
4044,4,15,4,4,276,15,186
4045,9,17,1,2,1036,2,369
4046,9,13,1,2,1036,55,95
4047,0,7,2,2,1592,55,4421
4048,0,13,2,2,52,55,773
4049,9,13,4,0,1938,55,370
4050,9,13,2,3,728,2,1419
4051,9,13,2,3,1423,55,448
4052,9,13,1,4,1036,12,4
4053,9,17,1,3,1036,21,368
4054,9,13,2,3,481,16,1834
4055,8,13,2,3,1393,50,189
4056,7,13,2,2,957,15,1106
4057,0,13,1,2,1036,38,122
4058,0,13,1,3,1036,12,67
4059,0,13,1,2,1036,18,99
4060,9,13,1,0,1036,2,367
4061,0,13,2,2,1340,2,373
4062,7,13,2,3,1780,50,2128
4063,0,13,2,2,65,55,385
4064,9,13,2,2,1393,2,317
4065,9,13,2,4,414,2,31
4066,7,13,2,3,414,2,823
4067,0,13,2,2,1142,50,736
4068,0,13,2,3,1780,2,1652
4069,0,13,1,3,1036,18,756
4070,9,13,2,1,1142,25,68
4071,9,13,1,3,1036,2,385
4072,7,13,2,2,1780,2,1161
4073,9,13,2,2,1854,55,136
4074,7,13,2,0,1142,15,423
4075,0,13,2,3,2172,2,735
4076,0,13,2,0,122,2,311
4077,8,13,2,2,923,41,4128
4078,0,13,2,3,907,50,88
4079,9,13,2,2,2074,30,2192
4080,0,13,2,2,1436,41,601
4081,7,13,2,3,2322,50,1377
4082,0,13,1,3,1036,18,372
4083,9,13,2,1,1235,55,91
4084,7,13,2,3,1592,55,122
4085,0,13,1,3,1036,2,388
4086,0,13,2,2,1393,50,369
4087,0,13,1,3,1025,26,370
4088,9,13,2,2,414,2,82
4089,9,13,2,3,728,41,1129
4090,4,18,4,4,1944,45,90
4091,9,13,2,1,1393,54,1101
4092,0,13,1,2,1036,55,81
4093,0,7,1,3,1036,2,105
4094,0,13,2,2,1393,2,394
4095,7,13,2,1,495,41,732
4096,0,13,2,3,1428,2,1097
4097,9,17,1,1,1036,18,737
4098,9,13,1,1,1036,18,22
4099,0,13,2,3,647,23,199
4100,9,16,1,1,1036,12,93
4101,0,13,2,3,1393,2,189
4102,9,13,1,1,1036,25,22
4103,9,13,1,1,1036,2,56
4104,9,13,1,0,82,18,14
4105,0,13,2,2,1780,55,281
4106,0,13,2,2,1440,16,736
4107,0,13,1,3,1025,55,84
4108,0,13,1,3,1036,2,63
4109,0,7,1,2,1036,38,81
4110,0,13,2,3,1780,2,1143
4111,7,13,2,2,1393,2,1191
4112,7,13,2,3,2012,2,3364
4113,0,13,2,3,491,45,738
4114,9,16,1,4,1036,18,396
4115,9,13,2,0,1780,15,370
4116,0,13,2,3,374,2,110
4117,9,13,2,2,720,55,370
4118,0,13,2,2,2188,2,1702
4119,9,16,1,1,1036,5,107
4120,0,13,0,4,1722,32,369
4121,7,13,1,3,1036,12,730
4122,7,13,2,2,1393,2,2197
4123,4,3,2,2,1780,2,916
4124,0,7,1,2,1036,38,66
4125,9,13,1,4,1036,18,7
4126,0,13,1,3,1036,52,136
4127,0,13,1,3,1036,7,557
4128,7,13,2,1,494,16,1828
4129,9,16,1,4,1036,18,366
4130,0,13,1,3,1036,52,81
4131,0,13,2,2,1617,30,523
4132,0,13,2,2,817,41,250
4133,0,13,1,2,1036,12,121
4134,0,13,2,3,1681,20,397
4135,0,13,2,3,1142,50,1329
4136,0,13,2,3,728,2,61
4137,0,13,1,3,1036,2,78
4138,9,13,2,2,728,45,1108
4139,0,13,2,3,1208,20,308
4140,4,0,2,2,1751,41,2210
4141,0,13,2,2,1142,55,1860
4142,7,13,2,3,728,2,2154
4143,0,13,1,3,1036,12,65
4144,9,13,1,1,1030,12,48
4145,0,7,1,3,1036,12,74
4146,7,13,2,2,2196,30,879
4147,9,13,2,3,728,50,460
4148,9,13,1,1,1036,2,22
4149,9,13,1,0,1035,21,27
4150,0,13,1,3,1036,21,65
4151,4,15,4,4,275,15,731
4152,9,13,1,2,1036,38,1477
4153,0,7,2,3,1591,55,1126
4154,9,17,1,2,1036,38,369
4155,9,13,1,2,1036,18,74
4156,9,13,2,3,443,41,371
4157,4,18,2,1,1393,2,74
4158,4,15,4,4,276,15,366
4159,4,0,2,2,1780,15,747
4160,4,15,4,4,275,15,731
4161,9,13,2,0,1780,41,308
4162,9,13,2,3,1413,55,557
4163,0,13,2,3,346,55,2926
4164,0,13,2,2,1592,25,75
4165,0,13,1,0,1036,2,62
4166,0,13,1,3,1036,21,91
4167,7,13,2,1,1780,41,2788
4168,0,13,2,2,198,2,1486
4169,0,7,2,2,97,50,448
4170,0,13,2,2,747,15,369
4171,9,13,2,0,1393,55,111
4172,0,13,2,2,1142,45,1834
4173,4,15,4,4,276,15,367
4174,9,13,4,4,1941,2,0
4175,7,13,2,0,1592,55,366
4176,0,13,2,2,1751,54,735
4177,2,13,4,4,275,15,1096
4178,9,13,2,3,181,7,814
4179,9,16,1,3,1036,18,124
4180,9,13,2,3,2073,20,4020
4181,9,16,1,3,1031,7,737
4182,2,8,1,0,2096,36,128
4183,9,13,2,1,363,15,1469
4184,0,13,1,3,1036,18,114
4185,9,16,1,1,1025,18,2193
4186,0,13,1,2,1036,38,733
4187,4,18,2,1,1340,2,731
4188,9,13,2,1,1780,55,252
4189,4,15,4,4,1944,30,365
4190,9,13,1,1,1036,18,32
4191,4,15,4,4,276,41,367
4192,9,13,2,0,1780,27,339
4193,9,13,2,2,1617,30,1465
4194,0,13,1,2,1036,2,175
4195,9,13,2,0,176,2,27
4196,9,13,1,4,1031,2,15
4197,0,13,1,3,1036,7,384
4198,9,13,2,0,1393,2,2
4199,0,13,2,3,443,2,82
4200,0,13,2,3,2175,15,451
4201,4,1,1,4,1036,18,406
4202,5,14,2,3,1780,7,498
4203,0,13,2,2,1249,55,374
4204,0,13,2,0,1142,27,735
4205,0,13,2,2,700,20,554
4206,9,13,2,1,495,16,306
4207,9,13,2,1,1340,55,3297
4208,9,17,1,1,1025,2,734
4209,7,13,2,2,1003,7,1098
4210,4,15,4,4,276,15,730
4211,4,18,1,1,1036,12,730
4212,0,13,1,2,1036,12,74
4213,9,13,2,3,587,2,371
4214,9,13,2,2,198,55,1857
4215,7,13,2,2,728,15,1104
4216,0,13,2,2,1393,50,111
4217,9,13,1,2,1036,38,64
4218,0,13,2,2,1541,54,2582
4219,9,13,2,3,1393,55,765
4220,9,13,2,2,1664,55,369
4221,0,13,2,3,1263,55,1253
4222,0,13,2,3,1445,2,250
4223,9,13,1,2,1036,2,75
4224,0,7,1,2,1036,55,1347
4225,0,13,2,3,231,16,65
4226,9,13,2,1,1393,2,46
4227,0,7,2,2,1792,55,76
4228,9,13,1,1,1036,2,41
4229,9,13,1,0,1036,18,37
4230,9,13,1,4,1036,7,7
4231,0,13,2,3,728,55,309
4232,0,7,1,2,2096,36,3311
4233,9,13,1,1,1036,18,22
4234,7,13,2,2,1780,55,741
4235,9,13,1,3,2030,7,2203
4236,0,13,2,3,2322,2,372
4237,9,13,1,2,1036,2,1111
4238,0,7,2,3,1392,50,512
4239,7,13,1,2,1036,18,372
4240,0,13,2,3,1440,25,84
4241,0,13,2,2,176,54,254
4242,0,13,1,0,1031,26,109
4243,0,13,2,3,1669,30,59
4244,9,13,2,3,1393,41,209
4245,9,13,1,3,1031,52,749
4246,0,13,2,3,1977,41,309
4247,0,13,1,3,1036,18,748
4248,0,13,1,2,1036,18,61
4249,0,13,2,2,2282,55,735
4250,7,13,2,0,1780,41,740
4251,0,13,1,3,1036,12,151
4252,9,13,1,1,1036,2,15
4253,9,13,2,2,1489,30,1282
4254,0,13,2,2,1142,50,85
4255,0,13,2,2,2175,16,186
4256,9,13,2,2,1236,55,3372
4257,0,13,1,3,1036,2,69
4258,2,8,1,0,1036,2,98
4259,4,15,4,4,275,15,184
4260,0,13,1,3,1036,12,373
4261,9,13,1,1,1036,18,15
4262,7,13,2,2,1780,15,895
4263,0,13,2,2,1780,41,697
4264,0,13,1,3,1036,52,2926
4265,0,13,2,3,1780,57,2620
4266,7,13,2,2,2000,2,3921
4267,9,13,1,1,1036,38,41
4268,0,13,1,2,1036,38,72
4269,1,13,4,4,276,2,369
4270,9,13,2,2,1592,55,248
4271,0,13,1,2,1025,38,404
4272,0,13,1,3,1036,18,100
4273,9,13,2,1,2009,2,1304
4274,7,13,1,0,1036,2,74
4275,4,18,1,1,1036,30,95
4276,4,18,2,1,728,50,1096
4277,9,16,1,4,1036,18,123
4278,0,13,1,1,1031,7,423
4279,0,13,2,3,1780,50,375
4280,4,15,4,4,275,41,366
4281,9,13,2,0,1779,2,557
4282,9,13,2,1,1780,16,523
4283,4,15,4,4,276,15,365
4284,9,13,1,3,1036,52,254
4285,9,13,2,1,1249,55,79
4286,0,13,2,3,1617,55,65
4287,9,13,1,4,1036,18,27
4288,7,13,2,2,437,2,465
4289,9,13,2,0,1780,2,64
4290,0,13,2,2,414,55,380
4291,7,13,2,2,1780,2,523
4292,0,13,2,2,2113,2,82
4293,7,13,2,2,1592,23,2680
4294,9,13,2,3,2322,50,370
4295,7,13,1,2,1036,38,369
4296,9,13,0,4,1045,30,365
4297,0,13,2,3,1780,50,313
4298,9,13,1,1,1036,18,15
4299,4,15,4,4,1944,2,365
4300,9,13,2,3,1951,55,369
4301,9,13,1,0,115,55,732
4302,0,13,2,3,1413,15,77
4303,0,13,1,3,1036,18,1132
4304,7,13,2,2,353,50,460
4305,7,13,2,0,1780,16,792
4306,7,13,1,3,1036,2,518
4307,9,13,1,0,1036,18,75
4308,9,13,4,4,1941,40,0
4309,9,13,1,0,1036,18,8
4310,4,18,1,3,1036,7,1370
4311,0,13,1,2,1036,2,69
4312,9,13,2,0,728,2,168
4313,7,13,2,2,817,20,735
4314,7,13,2,1,2100,2,731
4315,9,13,2,2,1780,50,1307
4316,0,13,1,3,1036,51,85
4317,0,13,2,2,353,15,59
4318,9,16,1,3,1036,18,578
4319,0,7,2,3,1393,2,5387
4320,4,15,4,0,275,15,1096
4321,9,13,2,0,728,41,1102
4322,4,15,4,4,275,15,365
4323,9,17,1,0,1036,7,110
4324,0,7,1,2,1035,55,145
4325,9,13,1,0,1036,18,32
4326,9,13,2,3,1142,50,220
4327,9,17,1,0,1036,21,187
4328,2,8,1,1,1036,2,42
4329,0,13,2,2,1142,54,322
4330,7,13,2,2,1780,50,1834
4331,0,13,1,1,1036,38,72
4332,0,7,1,2,1036,12,2697
4333,0,13,2,3,728,50,1467
4334,0,13,2,3,1780,55,252
4335,0,13,2,2,122,13,525
4336,7,13,2,2,1392,2,2965
4337,0,13,2,2,1951,55,554
4338,0,13,1,2,1036,38,138
4339,7,13,2,1,728,2,2193
4340,9,13,2,0,495,15,315
4341,0,13,2,2,728,15,1103
4342,9,13,1,0,1036,18,24
4343,7,13,2,2,1617,20,3652
4344,0,13,1,3,1036,21,487
4345,7,13,2,2,728,55,1161
4346,0,13,2,2,587,2,81
4347,4,13,4,4,276,15,1096
4348,4,18,2,1,728,50,366
4349,0,13,2,2,1780,2,740
4350,0,7,1,3,1036,52,1463
4351,9,13,2,0,728,2,741
4352,0,13,2,3,1780,7,376
4353,7,13,2,2,1592,1,2922
4354,4,0,2,2,1780,27,727
4355,9,13,4,4,1295,23,184
4356,7,13,2,1,1456,55,1105
4357,4,18,4,4,1943,15,365
4358,9,13,1,0,1036,21,7
4359,0,7,2,2,190,15,687
4360,9,13,1,2,1036,2,5482
4361,9,13,2,3,1438,56,247
4362,7,13,2,2,1780,7,1511
4363,7,13,2,2,2009,2,2691
4364,7,13,2,0,1780,16,12
4365,0,13,1,2,1036,38,91
4366,9,16,1,0,1025,52,366
4367,9,13,2,1,1142,15,372
4368,9,13,2,0,122,45,10
4369,9,13,2,2,728,15,1818
4370,7,13,2,2,2253,50,3297
4371,0,13,2,3,1780,7,324
4372,0,7,1,2,1036,7,73
4373,9,13,2,1,700,16,369
4374,0,13,2,3,1951,54,218
4375,0,13,2,3,728,2,1190
4376,4,11,1,1,1036,8,3
4377,0,13,2,3,1541,2,769
4378,9,13,2,1,1901,15,371
4379,9,13,2,2,728,50,738
4380,0,13,0,1,698,56,412
4381,0,13,1,3,1036,55,137
4382,9,13,1,2,1036,2,3646
4383,9,13,2,0,1380,15,733
4384,9,13,2,2,1780,2,775
4385,9,13,4,0,1293,55,185
4386,4,15,2,0,587,16,736
4387,7,13,2,3,2009,2,914
4388,9,13,2,0,551,2,370
4389,0,13,2,3,278,3,890
4390,9,13,1,0,1036,5,3
4391,7,13,2,1,1228,55,740
4392,0,13,1,3,1036,55,65
4393,7,13,2,3,277,54,1827
4394,7,13,2,2,817,41,885
4395,9,13,1,2,1036,18,85
4396,0,7,1,2,412,2,175
4397,0,13,1,2,1035,7,58
4398,9,13,1,0,1036,21,23
4399,0,13,2,1,905,2,4036
4400,0,13,1,3,1036,2,91
4401,9,13,1,4,1036,7,2
4402,0,12,1,2,1036,18,87
4403,0,13,1,3,1036,55,1189
4404,0,13,2,3,43,55,561
4405,0,13,1,0,1036,2,71
4406,7,13,2,2,1779,15,1099
4407,4,15,4,4,276,15,274
4408,9,13,2,1,728,2,5481
4409,0,13,2,2,537,2,189
4410,9,13,1,0,1036,38,9
4411,0,13,2,2,1780,7,758
4412,7,13,1,3,1036,18,365
4413,0,13,2,2,246,50,372
4414,7,13,2,1,1142,15,122
4415,0,13,1,3,1036,21,80
4416,4,15,4,4,1944,2,732
4417,9,13,1,3,1036,18,2559
4418,9,13,2,0,495,15,185
4419,0,7,1,2,1024,7,92
4420,0,13,2,2,728,23,248
4421,0,13,1,1,1031,18,65
4422,9,13,2,0,1393,2,54
4423,0,7,1,3,1031,38,118
4424,4,18,2,3,60,50,5113
4425,0,13,2,3,414,2,98
4426,4,15,4,4,276,15,365
4427,0,13,1,3,1036,38,74
4428,9,13,2,3,1438,2,673
4429,0,12,1,2,1036,7,57
4430,9,13,1,4,1036,18,15
4431,0,13,1,3,1031,21,372
4432,4,0,2,0,1780,7,1593
4433,0,13,2,3,800,43,771
4434,0,13,2,2,1592,2,1465
4435,7,13,2,1,2100,2,1419
4436,4,15,4,4,1944,15,365
4437,0,13,1,2,1036,11,76
4438,4,15,4,4,275,15,183
4439,9,13,2,2,2225,50,371
4440,9,13,2,4,1393,2,45
4441,0,13,2,2,700,55,1098
4442,7,13,2,2,1393,2,732
4443,0,13,2,2,1951,41,371
4444,9,13,1,0,1555,52,3
4445,9,13,1,4,2096,33,65
4446,9,13,1,2,1036,38,283
4447,9,13,1,0,1036,2,15
4448,4,18,1,4,2096,36,61
4449,9,13,2,2,1780,15,776
4450,7,13,2,0,1780,55,365
4451,7,13,2,2,728,50,738
4452,0,13,2,2,1436,23,63
4453,9,13,2,3,1780,7,747
4454,9,13,1,0,1036,55,5
4455,7,13,2,3,1456,2,2557
4456,0,13,1,2,1036,38,153
4457,9,13,2,2,1489,2,735
4458,0,13,2,2,1951,54,370
4459,9,13,2,1,1117,15,736
4460,0,7,1,2,1036,38,84
4461,9,16,1,2,1036,38,96
4462,9,13,2,2,728,50,1108
4463,7,13,2,3,700,2,367
4464,9,13,1,0,1036,30,161
4465,4,15,4,4,275,15,731
4466,0,13,1,3,1036,2,171
4467,2,5,2,1,728,20,365
4468,7,13,2,2,84,27,1461
4469,7,13,2,0,1780,15,244
4470,7,13,2,2,1393,56,1405
4471,0,13,2,2,503,50,1551
4472,7,13,2,1,2074,55,730
4473,9,13,2,0,1393,55,7
4474,9,13,2,2,1592,55,3658
4475,9,13,4,1,1293,54,1097
4476,0,13,1,3,1036,18,59
4477,0,13,2,3,198,55,251
4478,7,13,2,3,1393,2,1826
4479,0,13,2,2,1456,2,773
4480,0,13,2,2,2225,1,2198
4481,9,13,2,3,278,41,127
4482,9,13,2,1,728,50,645
4483,7,13,2,2,1541,2,3360
4484,4,18,1,2,2096,33,5479
4485,7,13,2,3,1884,2,1827
4486,9,13,2,3,1854,2,145
4487,0,13,1,2,1030,2,126
4488,9,13,2,1,1142,50,3
4489,9,13,1,0,1025,2,366
4490,9,16,1,0,1036,38,730
4491,9,13,1,0,1036,52,15
4492,9,13,2,3,278,55,153
4493,7,13,2,1,728,50,722
4494,0,13,2,3,1780,16,3293
4495,0,13,2,2,1393,2,247
4496,0,7,1,3,1036,38,81
4497,7,13,2,3,1592,55,1826
4498,7,13,1,3,1036,18,424
4499,0,13,2,3,2191,55,111
4500,2,9,1,0,1036,18,54
4501,9,13,0,4,697,15,8
4502,0,13,1,2,1036,18,1660
4503,7,13,2,2,1393,56,1472
4504,0,13,1,2,1036,38,62
4505,0,13,1,2,1025,55,2232
4506,0,13,1,3,1036,18,408
4507,9,13,1,0,1036,2,33
4508,9,13,1,0,1036,18,30
4509,9,13,2,2,495,55,1123
4510,0,13,2,3,1407,41,1146
4511,9,13,1,2,1036,18,341
4512,7,13,2,3,387,41,739
4513,0,13,1,2,1036,2,100
4514,7,13,2,3,647,9,3432
4515,7,13,2,1,2269,27,457
4516,9,13,1,1,1036,7,22
4517,7,13,1,3,1025,18,1105
4518,7,13,2,1,2009,2,365
4519,0,13,1,3,1036,2,257
4520,0,13,2,2,199,9,1102
4521,0,13,1,0,1031,2,69
4522,0,13,1,3,1036,2,812
4523,4,3,2,2,1780,7,1540
4524,0,13,1,2,1036,12,374
4525,7,13,2,3,1780,50,1160
4526,0,13,1,3,1036,2,67
4527,0,7,2,3,700,25,72
4528,0,13,2,3,1615,20,1467
4529,0,13,1,2,1035,2,97
4530,0,13,2,2,728,15,743
4531,7,13,2,2,1436,2,226
4532,2,13,1,0,1036,26,372
4533,9,13,2,0,1812,50,68
4534,7,13,2,0,1780,16,365
4535,0,13,1,2,1036,55,79
4536,0,13,2,2,728,50,373
4537,0,13,2,3,1523,55,1475
4538,7,13,2,1,728,2,4748
4539,0,13,2,3,1340,50,51
4540,0,13,2,2,387,50,378
4541,7,13,2,2,1393,15,4018
4542,9,13,1,0,1036,38,66
4543,0,7,1,3,1036,52,65
4544,0,13,1,2,1036,26,96
4545,0,13,1,3,1036,18,1504
4546,0,13,2,3,97,50,126
4547,0,13,2,3,1393,23,118
4548,7,13,2,0,1334,30,6574
4549,9,13,1,0,1036,52,16
4550,9,13,1,4,1036,38,2
4551,9,13,2,3,1393,2,370
4552,0,13,1,2,1036,5,213
4553,0,7,2,3,647,2,733
4554,9,13,1,1,1036,18,23
4555,9,13,1,4,1036,18,9
4556,0,13,1,2,1036,18,103
4557,9,13,2,0,414,2,736
4558,0,7,2,3,1780,7,2460
4559,0,13,2,2,728,56,740
4560,0,7,1,2,1036,2,67
4561,0,13,2,2,374,2,1831
4562,0,13,1,3,1036,12,392
4563,7,13,2,2,615,54,732
4564,7,13,2,1,84,55,4017
4565,7,13,2,2,1406,50,3287
4566,0,13,2,3,122,50,170
4567,9,13,1,0,1036,18,5
4568,0,13,1,2,1036,18,379
4569,0,7,1,2,1036,18,197
4570,9,13,2,3,1340,50,306
4571,0,13,2,2,1815,50,744
4572,9,13,1,1,1036,38,8
4573,0,13,2,2,122,2,737
4574,0,7,1,3,1025,21,85
4575,9,13,2,1,1497,30,1830
4576,0,13,2,2,1393,55,80
4577,0,13,1,2,1036,18,217
4578,9,16,1,3,1036,18,305
4579,0,13,2,3,728,2,3299
4580,7,13,2,1,1780,7,549
4581,0,13,2,3,2009,2,194
4582,9,13,1,2,1036,18,564
4583,0,7,1,2,1036,18,94
4584,0,13,2,3,1142,55,1500
4585,0,13,2,3,728,50,65
4586,0,13,2,2,1407,15,1471
4587,0,13,2,2,1780,16,389
4588,7,13,2,3,1780,15,1812
4589,9,13,1,0,1036,38,3
4590,0,13,1,3,1036,18,2233
4591,2,13,4,4,1941,55,7
4592,0,13,2,3,255,55,171
4593,0,7,2,3,1393,50,66
4594,9,13,2,3,2074,2,2193
4595,7,13,1,4,1036,2,1828
4596,9,13,1,2,1036,18,378
4597,4,3,2,1,817,55,749
4598,9,13,2,3,816,20,200
4599,0,13,1,2,1036,38,97
4600,0,13,2,2,734,7,370
4601,9,16,1,1,1036,2,124
4602,8,13,2,1,2074,2,734
4603,0,13,2,2,84,23,812
4604,0,13,2,2,1496,25,3881
4605,4,15,4,4,275,15,730
4606,0,13,2,2,728,3,251
4607,9,16,1,4,1036,18,1099
4608,0,13,2,3,728,25,280
4609,0,13,1,3,1036,21,457
4610,0,7,1,2,2096,10,207
4611,9,13,1,3,1036,2,1953
4612,0,13,1,3,1036,18,2637
4613,0,13,2,1,2321,47,2928
4614,9,13,1,2,1036,7,303
4615,0,13,2,2,122,2,420
4616,0,13,2,0,1393,55,63
4617,0,7,1,2,1036,2,71
4618,4,15,4,4,902,54,1096
4619,0,7,2,3,1780,2,866
4620,0,13,2,2,298,2,3420
4621,4,18,1,0,1036,2,244
4622,0,13,2,0,728,50,370
4623,9,13,1,4,1036,18,30
4624,9,16,1,1,1036,18,93
4625,0,13,2,3,349,55,4477
4626,0,13,2,3,122,55,738
4627,0,7,1,3,1036,2,76
4628,0,13,2,3,1112,15,380
4629,7,13,2,3,1393,15,731
4630,7,13,2,2,1393,2,153
4631,7,13,2,3,1488,2,1461
4632,7,13,2,0,728,25,284
4633,7,13,1,3,2096,36,242
4634,0,13,2,3,1393,2,3491
4635,0,7,1,2,1036,7,57
4636,0,13,1,3,1025,18,2898
4637,0,13,2,2,1780,7,379
4638,0,7,1,2,1036,18,71
4639,9,16,1,3,1031,2,586
4640,9,13,1,0,1036,51,14
4641,0,13,2,3,1249,55,1099
4642,7,13,2,2,1901,27,3652
4643,0,13,2,3,1142,2,371
4644,9,13,1,2,1036,7,220
4645,0,13,1,3,1025,21,742
4646,0,13,2,3,1780,7,339
4647,9,17,1,3,1036,55,369
4648,9,13,1,4,1031,30,15
4649,0,13,2,3,2322,15,551
4650,9,13,1,1,1036,38,80
4651,9,13,2,0,728,54,1828
4652,0,7,2,2,728,50,80
4653,4,18,1,0,1036,18,46
4654,0,7,1,2,1025,2,103
4655,9,13,2,2,1780,2,804
4656,9,13,2,2,1951,54,751
4657,7,13,2,3,1393,41,750
4658,0,13,2,3,1617,2,81
4659,9,13,1,1,1031,38,22
4660,9,13,1,3,1031,2,390
4661,7,13,2,3,1779,16,377
4662,9,13,1,0,1036,18,19
4663,4,0,2,2,1677,50,1215
4664,0,13,1,3,1036,52,4050
4665,0,13,2,2,1633,30,369
4666,9,13,4,1,1949,55,140
4667,7,13,1,2,1036,2,1060
4668,7,13,2,3,728,55,1199
4669,9,13,2,2,1780,15,3192
4670,0,13,2,2,1617,2,376
4671,9,13,2,0,552,2,1099
4672,9,13,2,0,2322,50,367
4673,0,13,1,2,1036,7,104
4674,0,13,2,2,1780,7,371
4675,9,13,2,0,700,15,731
4676,7,13,2,3,414,2,5479
4677,7,13,2,2,459,16,1098
4678,7,13,2,2,65,55,1117
4679,0,13,2,2,728,54,3051
4680,9,13,1,0,1036,21,36
4681,9,16,1,1,1036,2,367
4682,9,16,1,0,1036,12,154
4683,0,13,1,2,1036,2,420
4684,0,13,2,2,1617,2,141
4685,0,13,1,3,1036,18,79
4686,4,18,2,1,957,41,1826
4687,7,13,2,1,1780,50,373
4688,0,13,1,2,1036,2,80
4689,9,13,1,1,1036,2,34
4690,9,13,1,2,1036,2,417
4691,7,13,2,1,1610,55,245
4692,0,13,1,3,1036,18,132
4693,0,13,2,3,728,2,3546
4694,4,15,4,4,275,15,28
4695,0,7,1,2,2030,7,58
4696,7,13,2,1,1885,50,1643
4697,9,13,1,0,1036,2,3
4698,0,13,1,1,1036,52,59
4699,0,13,1,2,1555,12,77
4700,0,7,1,3,1316,36,4905
4701,9,13,1,0,1036,18,744
4702,0,13,2,2,1780,15,411
4703,7,13,1,2,1031,38,457
4704,0,13,1,2,1036,38,943
4705,9,13,2,1,1780,2,58
4706,0,13,2,2,1249,55,111
4707,0,13,2,3,1885,2,2279
4708,9,13,2,2,1178,2,198
4709,9,13,1,0,1036,2,27
4710,0,12,1,3,1036,12,85
4711,9,13,1,1,1036,38,31
4712,9,13,2,3,728,2,741
4713,0,13,2,2,728,15,522
4714,9,16,1,1,1036,12,84
4715,0,13,2,3,1393,2,734
4716,7,13,1,2,1036,18,108
4717,0,13,0,4,1721,7,373
4718,9,13,2,3,1393,2,373
4719,0,13,2,2,1117,2,1838
4720,0,13,2,3,647,54,2263
4721,7,13,2,2,728,55,1102
4722,7,13,2,2,1393,50,272
4723,0,13,2,3,1780,16,166
4724,0,13,2,3,1370,15,3011
4725,0,13,2,3,1392,2,1991
4726,7,13,2,2,727,50,411
4727,9,13,2,0,2073,20,751
4728,9,16,1,1,1036,7,365
4729,0,7,2,3,957,2,82
4730,0,13,1,2,1036,55,81
4731,0,13,2,2,122,55,1403
4732,7,13,2,1,1298,50,741
4733,9,13,2,3,907,2,187
4734,0,13,1,3,1036,12,2567
4735,7,13,2,0,1780,27,733
4736,3,13,4,4,276,30,182
4737,9,13,1,0,2096,28,38
4738,0,13,2,3,1393,15,782
4739,9,13,2,2,728,55,1428
4740,0,13,2,2,2146,20,1100
4741,9,13,2,0,1780,3,127
4742,7,13,2,1,278,50,4171
4743,0,13,2,2,1393,15,1870
4744,0,13,2,2,1393,56,900
4745,9,13,1,4,1036,18,23
4746,9,13,2,2,1951,50,384
4747,7,13,1,3,1036,55,5479
4748,0,13,1,2,1036,18,127
4749,0,13,2,2,728,15,1465
4750,0,13,1,3,1036,18,81
4751,0,13,1,2,2096,46,68
4752,9,13,1,0,1036,18,15
4753,0,7,1,2,1036,18,248
